學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女,city_name,sector
50,國立臺中科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,112,1273.0,332.0,941.0,0.0,0.0,0.0,0.0,141.0,458.0,172.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,44.0,,,臺中市,公立
50,國立臺中科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,112,1531.0,515.0,1016.0,0.0,0.0,0.0,0.0,277.0,487.0,200.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,,,臺中市,公立
50,國立臺中科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,19 臺中市,2 技職,112,805.0,292.0,513.0,116.0,223.0,143.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,56.0,,,臺中市,公立
50,國立臺中科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,19 臺中市,2 技職,112,3704.0,1069.0,2635.0,216.0,566.0,229.0,523.0,214.0,509.0,190.0,510.0,190.0,464.0,0.0,0.0,0.0,0.0,30.0,63.0,,,臺中市,公立
51,國立臺北商業大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,10.0,7.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,公立
51,國立臺北商業大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,320.0,125.0,195.0,40.0,91.0,64.0,93.0,17.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,公立
51,國立臺北商業大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,135.0,57.0,78.0,30.0,35.0,17.0,33.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,公立
51,國立臺北商業大學,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,2367.0,800.0,1567.0,201.0,377.0,197.0,371.0,194.0,383.0,181.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,,,臺北市,公立
51,國立臺北商業大學,N 修,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,929.0,360.0,569.0,96.0,150.0,86.0,131.0,83.0,137.0,78.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,,,臺北市,公立
51,國立臺北商業大學,D 日,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,571.0,144.0,427.0,0.0,0.0,0.0,0.0,81.0,193.0,59.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,,,臺北市,公立
51,國立臺北商業大學,N 修,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,784.0,272.0,512.0,0.0,0.0,0.0,0.0,115.0,236.0,130.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,,,臺北市,公立
51,國立臺北商業大學,N 修,2 二專,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,138.0,57.0,81.0,21.0,20.0,23.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,,,臺北市,公立
51,國立臺北商業大學,D 日,5 五專,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,1745.0,518.0,1227.0,111.0,243.0,102.0,245.0,103.0,236.0,91.0,240.0,87.0,232.0,0.0,0.0,0.0,0.0,24.0,31.0,,,臺北市,公立
52,國立屏東大學,D 日,D 博士,,,,,,,,,,,,,,,,,13 屏東縣,1 一般,112,46.0,23.0,23.0,4.0,4.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,,,屏東縣,公立
52,國立屏東大學,D 日,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,1 一般,112,920.0,330.0,590.0,111.0,219.0,122.0,154.0,65.0,121.0,32.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,公立
52,國立屏東大學,N 職,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,1 一般,112,697.0,198.0,499.0,61.0,150.0,57.0,127.0,42.0,93.0,21.0,57.0,10.0,37.0,7.0,35.0,0.0,0.0,0.0,0.0,,,屏東縣,公立
52,國立屏東大學,D 日,B 學士,,,,,,,,,,,,,,,,,13 屏東縣,1 一般,112,6562.0,2918.0,3644.0,726.0,899.0,748.0,842.0,695.0,914.0,641.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,93.0,,,屏東縣,公立
52,國立屏東大學,P 進,B 學士,,,,,,,,,,,,,,,,,13 屏東縣,1 一般,112,634.0,315.0,319.0,54.0,48.0,56.0,42.0,83.0,97.0,88.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,,,屏東縣,公立
53,國立高雄科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,564.0,418.0,146.0,78.0,23.0,85.0,44.0,79.0,35.0,51.0,23.0,52.0,8.0,28.0,6.0,45.0,7.0,0.0,0.0,,,高雄市,公立
53,國立高雄科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,2608.0,1733.0,875.0,764.0,377.0,747.0,384.0,145.0,78.0,77.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,公立
53,國立高雄科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,1943.0,1212.0,731.0,488.0,312.0,432.0,298.0,136.0,64.0,80.0,35.0,52.0,10.0,24.0,12.0,0.0,0.0,0.0,0.0,,,高雄市,公立
53,國立高雄科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,17471.0,10885.0,6586.0,2709.0,1617.0,2643.0,1577.0,2553.0,1670.0,2575.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,132.0,,,高雄市,公立
53,國立高雄科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,3527.0,2395.0,1132.0,534.0,254.0,518.0,228.0,546.0,279.0,506.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,83.0,,,高雄市,公立
53,國立高雄科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,454.0,327.0,127.0,0.0,0.0,0.0,0.0,177.0,51.0,114.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,14.0,,,高雄市,公立
53,國立高雄科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,342.0,188.0,154.0,0.0,0.0,0.0,0.0,159.0,125.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,高雄市,公立
53,國立高雄科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,874.0,705.0,169.0,159.0,29.0,143.0,35.0,130.0,33.0,98.0,34.0,130.0,32.0,0.0,0.0,0.0,0.0,45.0,6.0,,,高雄市,公立
144,國立臺灣戲曲學院,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,501.0,189.0,312.0,39.0,84.0,48.0,70.0,46.0,67.0,46.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,,,臺北市,公立
221,國立臺南護理專科學校,D 日,2 二專,,,,,,,,,,,,,,,,,21 臺南市,2 技職,112,67.0,4.0,63.0,2.0,28.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,臺南市,公立
221,國立臺南護理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,21 臺南市,2 技職,112,38.0,5.0,33.0,2.0,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,公立
221,國立臺南護理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,21 臺南市,2 技職,112,1878.0,195.0,1683.0,49.0,357.0,45.0,351.0,33.0,351.0,37.0,316.0,29.0,294.0,0.0,0.0,0.0,0.0,2.0,14.0,,,臺南市,公立
222,國立臺東專科學校,D 日,2 二專,,,,,,,,,,,,,,,,,14 臺東縣,2 技職,112,412.0,303.0,109.0,174.0,57.0,122.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,,,臺東縣,公立
222,國立臺東專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,14 臺東縣,2 技職,112,87.0,45.0,42.0,27.0,18.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,臺東縣,公立
222,國立臺東專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,14 臺東縣,2 技職,112,187.0,102.0,85.0,16.0,15.0,12.0,22.0,21.0,12.0,19.0,11.0,23.0,20.0,0.0,0.0,0.0,0.0,11.0,5.0,,,臺東縣,公立
1001,東海大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,249.0,148.0,101.0,23.0,21.0,23.0,8.0,24.0,12.0,19.0,13.0,11.0,20.0,20.0,8.0,28.0,19.0,0.0,0.0,,,臺中市,私立
1001,東海大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,1379.0,687.0,692.0,263.0,249.0,190.0,223.0,114.0,126.0,107.0,91.0,6.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1001,東海大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,753.0,355.0,398.0,117.0,140.0,90.0,125.0,61.0,62.0,35.0,36.0,28.0,21.0,24.0,14.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1001,東海大學,D 日,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,12951.0,5896.0,7055.0,1407.0,1696.0,1398.0,1629.0,1449.0,1734.0,1333.0,1705.0,9.0,20.0,0.0,0.0,0.0,0.0,300.0,271.0,,,臺中市,私立
1001,東海大學,P 進,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,250.0,107.0,143.0,18.0,34.0,15.0,19.0,21.0,28.0,25.0,32.0,12.0,19.0,0.0,0.0,0.0,0.0,16.0,11.0,,,臺中市,私立
1002,輔仁大學,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,428.0,235.0,193.0,51.0,20.0,41.0,36.0,27.0,31.0,32.0,31.0,24.0,27.0,35.0,20.0,25.0,28.0,0.0,0.0,,,新北市,私立
1002,輔仁大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,1939.0,746.0,1193.0,281.0,387.0,239.0,397.0,134.0,241.0,89.0,165.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,新北市,私立
1002,輔仁大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,1498.0,584.0,914.0,209.0,295.0,194.0,257.0,80.0,149.0,52.0,104.0,29.0,69.0,20.0,40.0,0.0,0.0,0.0,0.0,,,新北市,私立
1002,輔仁大學,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,18048.0,7332.0,10716.0,1712.0,2519.0,1732.0,2547.0,1782.0,2601.0,1577.0,2594.0,35.0,17.0,40.0,12.0,0.0,0.0,454.0,426.0,,,新北市,私立
1002,輔仁大學,P 進,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,3677.0,1498.0,2179.0,316.0,434.0,312.0,431.0,383.0,560.0,340.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,228.0,,,新北市,私立
1002,輔仁大學,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,42.0,3.0,39.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1003,東吳大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,113.0,63.0,50.0,9.0,7.0,10.0,4.0,8.0,8.0,12.0,5.0,6.0,9.0,5.0,5.0,13.0,12.0,0.0,0.0,,,臺北市,私立
1003,東吳大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,1307.0,590.0,717.0,194.0,221.0,162.0,228.0,120.0,142.0,101.0,121.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1003,東吳大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,1279.0,595.0,684.0,146.0,168.0,148.0,193.0,94.0,106.0,91.0,86.0,66.0,67.0,50.0,64.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1003,東吳大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,11909.0,4730.0,7179.0,1121.0,1659.0,1093.0,1607.0,1078.0,1711.0,1037.0,1706.0,94.0,149.0,0.0,0.0,0.0,0.0,307.0,347.0,,,臺北市,私立
1003,東吳大學,P 進,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,601.0,227.0,374.0,18.0,28.0,24.0,36.0,66.0,99.0,67.0,116.0,40.0,74.0,0.0,0.0,0.0,0.0,12.0,21.0,,,臺北市,私立
1004,中原大學,D 日,D 博士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,332.0,210.0,122.0,37.0,26.0,39.0,24.0,45.0,23.0,28.0,21.0,17.0,12.0,20.0,11.0,24.0,5.0,0.0,0.0,,,桃園市,私立
1004,中原大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,1668.0,932.0,736.0,399.0,285.0,343.0,259.0,107.0,99.0,75.0,81.0,5.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1004,中原大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,964.0,587.0,377.0,203.0,144.0,187.0,119.0,92.0,51.0,56.0,30.0,25.0,17.0,22.0,13.0,2.0,3.0,0.0,0.0,,,桃園市,私立
1004,中原大學,D 日,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,13732.0,7135.0,6597.0,1621.0,1540.0,1704.0,1543.0,1620.0,1595.0,1600.0,1511.0,69.0,93.0,0.0,0.0,0.0,0.0,521.0,315.0,,,桃園市,私立
1005,淡江大學,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,351.0,229.0,122.0,48.0,23.0,37.0,24.0,39.0,22.0,34.0,12.0,29.0,12.0,20.0,15.0,22.0,14.0,0.0,0.0,,,新北市,私立
1005,淡江大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,1419.0,765.0,654.0,319.0,270.0,301.0,206.0,109.0,110.0,36.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1005,淡江大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,622.0,309.0,313.0,104.0,117.0,101.0,118.0,46.0,33.0,29.0,23.0,18.0,14.0,11.0,8.0,0.0,0.0,0.0,0.0,,,新北市,私立
1005,淡江大學,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,19466.0,10426.0,9040.0,2337.0,2003.0,2339.0,1980.0,2484.0,2333.0,2437.0,2274.0,34.0,31.0,0.0,0.0,0.0,0.0,795.0,419.0,,,新北市,私立
1005,淡江大學,P 進,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,816.0,492.0,324.0,77.0,36.0,75.0,49.0,140.0,84.0,124.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,70.0,,,新北市,私立
1006,中國文化大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,494.0,298.0,196.0,38.0,26.0,32.0,20.0,29.0,28.0,33.0,23.0,31.0,21.0,43.0,13.0,92.0,65.0,0.0,0.0,,,臺北市,私立
1006,中國文化大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,1518.0,787.0,731.0,186.0,217.0,183.0,160.0,112.0,124.0,118.0,92.0,92.0,64.0,96.0,74.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1006,中國文化大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,565.0,201.0,364.0,47.0,103.0,48.0,95.0,25.0,61.0,21.0,33.0,22.0,26.0,38.0,46.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1006,中國文化大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,15975.0,8296.0,7679.0,1358.0,1161.0,1308.0,1290.0,2060.0,1988.0,2089.0,2115.0,33.0,18.0,0.0,0.0,0.0,0.0,1448.0,1107.0,,,臺北市,私立
1006,中國文化大學,P 進,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,1139.0,432.0,707.0,102.0,190.0,57.0,157.0,94.0,113.0,77.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,118.0,,,臺北市,私立
1006,中國文化大學,N 修,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,175.0,64.0,111.0,0.0,0.0,0.0,0.0,25.0,38.0,22.0,49.0,12.0,20.0,0.0,0.0,0.0,0.0,5.0,4.0,,,臺北市,私立
1007,逢甲大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,404.0,278.0,126.0,50.0,23.0,53.0,33.0,54.0,19.0,38.0,20.0,27.0,7.0,18.0,13.0,38.0,11.0,0.0,0.0,,,臺中市,私立
1007,逢甲大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,1714.0,1123.0,591.0,498.0,279.0,420.0,213.0,147.0,71.0,52.0,24.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1007,逢甲大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,1175.0,711.0,464.0,269.0,208.0,244.0,167.0,84.0,36.0,51.0,30.0,35.0,17.0,28.0,6.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1007,逢甲大學,D 日,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,17372.0,10092.0,7280.0,2371.0,1648.0,2461.0,1791.0,2400.0,1824.0,2302.0,1785.0,53.0,57.0,0.0,0.0,0.0,0.0,505.0,175.0,,,臺中市,私立
1007,逢甲大學,P 進,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,112,776.0,471.0,305.0,84.0,52.0,103.0,53.0,118.0,83.0,110.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,33.0,,,臺中市,私立
1008,靜宜大學,D 日,D 博士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,112,61.0,25.0,36.0,5.0,7.0,4.0,4.0,6.0,4.0,1.0,9.0,1.0,6.0,3.0,2.0,5.0,4.0,0.0,0.0,,,臺中市,私立
1008,靜宜大學,D 日,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,112,678.0,248.0,430.0,97.0,158.0,75.0,128.0,46.0,90.0,27.0,50.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1008,靜宜大學,N 職,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,112,376.0,142.0,234.0,49.0,76.0,36.0,78.0,22.0,33.0,18.0,22.0,7.0,9.0,10.0,16.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1008,靜宜大學,D 日,B 學士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,112,9872.0,3893.0,5979.0,814.0,1180.0,841.0,1279.0,978.0,1544.0,968.0,1633.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,343.0,,,臺中市,私立
1009,長庚大學,D 日,D 博士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,454.0,275.0,179.0,46.0,35.0,40.0,34.0,40.0,30.0,27.0,24.0,34.0,14.0,28.0,15.0,60.0,27.0,0.0,0.0,,,桃園市,私立
1009,長庚大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,1199.0,552.0,647.0,229.0,253.0,198.0,222.0,82.0,98.0,40.0,48.0,3.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1009,長庚大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,178.0,90.0,88.0,34.0,38.0,31.0,37.0,10.0,7.0,6.0,3.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1009,長庚大學,D 日,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,5272.0,2491.0,2781.0,551.0,689.0,556.0,611.0,539.0,651.0,572.0,567.0,79.0,84.0,94.0,72.0,25.0,32.0,75.0,75.0,,,桃園市,私立
1010,元智大學,D 日,D 博士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,238.0,176.0,62.0,39.0,10.0,16.0,15.0,36.0,11.0,22.0,5.0,26.0,10.0,20.0,7.0,17.0,4.0,0.0,0.0,,,桃園市,私立
1010,元智大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,820.0,512.0,308.0,231.0,125.0,176.0,128.0,73.0,39.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1010,元智大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,525.0,312.0,213.0,98.0,70.0,81.0,82.0,66.0,30.0,23.0,13.0,31.0,11.0,13.0,7.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1010,元智大學,D 日,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,112,7180.0,4023.0,3157.0,958.0,742.0,924.0,731.0,965.0,802.0,934.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,151.0,,,桃園市,私立
1011,中華大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,112,58.0,40.0,18.0,6.0,4.0,8.0,6.0,10.0,3.0,7.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,,,新竹市,私立
1011,中華大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,112,288.0,187.0,101.0,74.0,47.0,66.0,35.0,30.0,12.0,15.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1011,中華大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,112,125.0,90.0,35.0,38.0,19.0,33.0,14.0,15.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1011,中華大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,112,3099.0,2134.0,965.0,400.0,164.0,379.0,175.0,503.0,235.0,591.0,284.0,35.0,24.0,0.0,0.0,0.0,0.0,226.0,83.0,,,新竹市,私立
1011,中華大學,P 進,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,112,133.0,82.0,51.0,15.0,8.0,18.0,15.0,22.0,10.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,,,新竹市,私立
1011,中華大學,N 修,C 二技,,,,,,,,,,,,,,,,,18 新竹市,2 技職,112,195.0,126.0,69.0,0.0,0.0,0.0,0.0,23.0,6.0,99.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,,新竹市,私立
1012,大葉大學,D 日,D 博士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,112,113.0,76.0,37.0,24.0,5.0,12.0,7.0,5.0,9.0,11.0,6.0,10.0,5.0,8.0,4.0,6.0,1.0,0.0,0.0,,,彰化縣,私立
1012,大葉大學,D 日,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,112,400.0,206.0,194.0,96.0,95.0,58.0,59.0,28.0,27.0,19.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1012,大葉大學,N 職,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,112,141.0,66.0,75.0,41.0,44.0,14.0,5.0,4.0,15.0,4.0,6.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1012,大葉大學,D 日,B 學士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,112,3654.0,2046.0,1608.0,297.0,229.0,431.0,334.0,512.0,440.0,610.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,82.0,,,彰化縣,私立
1012,大葉大學,P 進,B 學士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,112,194.0,130.0,64.0,21.0,13.0,22.0,11.0,32.0,17.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,,,彰化縣,私立
1012,大葉大學,N 修,C 二技,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,112,59.0,9.0,50.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,彰化縣,私立
1013,華梵大學,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,64.0,29.0,35.0,7.0,7.0,3.0,8.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,0.0,0.0,,,新北市,私立
1013,華梵大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,184.0,79.0,105.0,39.0,44.0,19.0,25.0,9.0,18.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1013,華梵大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,231.0,94.0,137.0,45.0,58.0,20.0,38.0,9.0,21.0,8.0,15.0,8.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,,,新北市,私立
1013,華梵大學,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,544.0,257.0,287.0,81.0,107.0,58.0,76.0,43.0,48.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,,,新北市,私立
1014,義守大學,D 日,D 博士,,,,,,,,,,,,,,,,,12 高雄市,1 一般,112,131.0,89.0,42.0,15.0,6.0,17.0,9.0,17.0,7.0,18.0,7.0,9.0,7.0,6.0,3.0,7.0,3.0,0.0,0.0,,,高雄市,私立
1014,義守大學,D 日,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,1 一般,112,377.0,179.0,198.0,86.0,78.0,61.0,75.0,22.0,26.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1014,義守大學,N 職,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,1 一般,112,304.0,203.0,101.0,77.0,45.0,75.0,31.0,18.0,14.0,10.0,7.0,11.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,,,高雄市,私立
