學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女,city_name,sector
1049,開南大學,D 日,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,107,5119.0,2508.0,2611.0,583.0,550.0,499.0,495.0,498.0,600.0,698.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,160.0,,,桃園市,私立
1049,開南大學,P 進,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,107,991.0,581.0,410.0,168.0,81.0,102.0,87.0,117.0,116.0,136.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,22.0,,,桃園市,私立
1050,佛光大學,D 日,D 博士,,,,,,,,,,,,,,,,,02 宜蘭縣,1 一般,107,59.0,24.0,35.0,3.0,8.0,3.0,7.0,3.0,6.0,6.0,5.0,6.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,,,宜蘭縣,私立
1050,佛光大學,D 日,M 碩士,,,,,,,,,,,,,,,,,02 宜蘭縣,1 一般,107,492.0,213.0,279.0,83.0,93.0,53.0,68.0,38.0,56.0,38.0,57.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,宜蘭縣,私立
1050,佛光大學,N 職,M 碩士,,,,,,,,,,,,,,,,,02 宜蘭縣,1 一般,107,175.0,90.0,85.0,29.0,53.0,26.0,19.0,15.0,5.0,11.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,宜蘭縣,私立
1050,佛光大學,D 日,B 學士,,,,,,,,,,,,,,,,,02 宜蘭縣,1 一般,107,2970.0,1380.0,1590.0,320.0,425.0,322.0,348.0,334.0,374.0,331.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,66.0,,,宜蘭縣,私立
1051,台南應用科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,113.0,28.0,85.0,12.0,31.0,6.0,30.0,4.0,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1051,台南應用科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,109.0,37.0,72.0,14.0,26.0,17.0,19.0,1.0,14.0,5.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1051,台南應用科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,8040.0,2324.0,5716.0,568.0,1453.0,581.0,1440.0,577.0,1340.0,527.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,95.0,,,臺南市,私立
1051,台南應用科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,2516.0,912.0,1604.0,354.0,531.0,178.0,324.0,182.0,344.0,151.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,65.0,,,臺南市,私立
1051,台南應用科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,573.0,130.0,443.0,0.0,0.0,0.0,0.0,58.0,222.0,60.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,,,臺南市,私立
1051,台南應用科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,265.0,34.0,231.0,0.0,0.0,0.0,0.0,16.0,105.0,17.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,,臺南市,私立
1051,台南應用科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,1115.0,227.0,888.0,50.0,152.0,50.0,185.0,47.0,199.0,45.0,180.0,35.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1052,遠東科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,217.0,120.0,97.0,47.0,56.0,50.0,38.0,17.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1052,遠東科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,33.0,31.0,2.0,11.0,2.0,8.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1052,遠東科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,4552.0,2920.0,1632.0,690.0,385.0,632.0,297.0,611.0,340.0,812.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,74.0,,,臺南市,私立
1052,遠東科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,638.0,436.0,202.0,115.0,54.0,97.0,39.0,115.0,51.0,91.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,,,臺南市,私立
1052,遠東科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,76.0,73.0,3.0,0.0,0.0,0.0,0.0,41.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,臺南市,私立
1052,遠東科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,37.0,35.0,2.0,19.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1053,元培醫事科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,225.0,109.0,116.0,52.0,38.0,34.0,49.0,19.0,16.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1053,元培醫事科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,42.0,14.0,28.0,6.0,14.0,5.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1053,元培醫事科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,4354.0,1974.0,2380.0,505.0,664.0,365.0,447.0,393.0,540.0,553.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,88.0,,,新竹市,私立
1053,元培醫事科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,1007.0,516.0,491.0,173.0,163.0,136.0,148.0,105.0,126.0,66.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,,,新竹市,私立
1053,元培醫事科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,99.0,5.0,94.0,0.0,0.0,0.0,0.0,3.0,48.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1053,元培醫事科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,526.0,127.0,399.0,0.0,0.0,0.0,0.0,63.0,128.0,59.0,260.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,,,新竹市,私立
1053,元培醫事科技大學,D 日,2 二專,,,,,,,,,,,,,,,,,18 新竹市,2 技職,107,39.0,31.0,8.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1054,景文科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,53.0,38.0,15.0,19.0,8.0,14.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1054,景文科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,67.0,47.0,20.0,15.0,5.0,23.0,13.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1054,景文科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,5178.0,2350.0,2828.0,578.0,725.0,575.0,641.0,451.0,549.0,521.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,230.0,,,新北市,私立
1054,景文科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,1482.0,752.0,730.0,244.0,210.0,142.0,157.0,190.0,166.0,139.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,,,新北市,私立
1054,景文科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1054,景文科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,278.0,92.0,186.0,0.0,0.0,0.0,0.0,51.0,95.0,35.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,,新北市,私立
1055,中華醫事科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,95.0,46.0,49.0,21.0,27.0,19.0,19.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1055,中華醫事科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,20.0,13.0,7.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1055,中華醫事科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,3964.0,1712.0,2252.0,416.0,587.0,383.0,538.0,366.0,475.0,444.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,68.0,,,臺南市,私立
1055,中華醫事科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,759.0,320.0,439.0,90.0,137.0,68.0,77.0,59.0,98.0,71.0,75.0,14.0,30.0,0.0,0.0,0.0,0.0,18.0,22.0,,,臺南市,私立
1055,中華醫事科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,679.0,176.0,503.0,0.0,0.0,0.0,0.0,94.0,252.0,81.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,,臺南市,私立
1055,中華醫事科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,683.0,180.0,503.0,0.0,0.0,0.0,0.0,88.0,251.0,71.0,183.0,18.0,54.0,0.0,0.0,0.0,0.0,3.0,15.0,,,臺南市,私立
1055,中華醫事科技大學,D 日,2 二專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,85.0,56.0,29.0,35.0,13.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1055,中華醫事科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,107,2877.0,612.0,2265.0,117.0,486.0,156.0,540.0,139.0,495.0,121.0,419.0,62.0,303.0,0.0,0.0,0.0,0.0,17.0,22.0,,,臺南市,私立
1056,東南科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,133.0,98.0,35.0,38.0,21.0,45.0,11.0,9.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1056,東南科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,55.0,47.0,8.0,21.0,4.0,24.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1056,東南科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,5209.0,3459.0,1750.0,955.0,496.0,701.0,357.0,696.0,383.0,873.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,66.0,,,新北市,私立
1056,東南科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,537.0,434.0,103.0,171.0,52.0,90.0,15.0,59.0,11.0,82.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,,,新北市,私立
1056,東南科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,新北市,私立
1057,德明財經科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,57.0,31.0,26.0,12.0,12.0,10.0,9.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1057,德明財經科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,55.0,32.0,23.0,12.0,6.0,11.0,10.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1057,德明財經科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,7079.0,2846.0,4233.0,741.0,1074.0,625.0,874.0,656.0,1000.0,633.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,223.0,,,臺北市,私立
1057,德明財經科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,788.0,396.0,392.0,65.0,51.0,76.0,52.0,114.0,111.0,104.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,,,臺北市,私立
1057,德明財經科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,154.0,32.0,122.0,0.0,0.0,0.0,0.0,22.0,49.0,9.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,臺北市,私立
1057,德明財經科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,53.0,16.0,37.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,臺北市,私立
1058,明道大學,D 日,D 博士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,107,26.0,14.0,12.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1058,明道大學,D 日,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,107,182.0,98.0,84.0,48.0,38.0,22.0,28.0,18.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1058,明道大學,N 職,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,107,80.0,28.0,52.0,19.0,32.0,7.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1058,明道大學,D 日,B 學士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,107,2819.0,1608.0,1211.0,385.0,272.0,275.0,224.0,385.0,292.0,478.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,20.0,,,彰化縣,私立
1058,明道大學,P 進,B 學士,,,,,,,,,,,,,,,,,07 彰化縣,1 一般,107,806.0,514.0,292.0,125.0,78.0,135.0,68.0,98.0,64.0,138.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,,,彰化縣,私立
1060,南開科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,105.0,66.0,39.0,26.0,16.0,25.0,19.0,11.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,南投縣,私立
1060,南開科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,99.0,33.0,66.0,12.0,29.0,14.0,23.0,4.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,南投縣,私立
1060,南開科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,2924.0,1949.0,975.0,407.0,242.0,375.0,205.0,487.0,218.0,565.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,34.0,,,南投縣,私立
1060,南開科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,756.0,483.0,273.0,125.0,61.0,95.0,51.0,99.0,68.0,131.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,,,南投縣,私立
1060,南開科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,29.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,南投縣,私立
1060,南開科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,08 南投縣,2 技職,107,813.0,662.0,151.0,93.0,21.0,126.0,23.0,157.0,36.0,179.0,37.0,100.0,29.0,0.0,0.0,0.0,0.0,7.0,5.0,,,南投縣,私立
1061,中華科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,200.0,144.0,56.0,61.0,28.0,68.0,22.0,9.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1061,中華科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,97.0,75.0,22.0,37.0,14.0,35.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1061,中華科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,4344.0,2908.0,1436.0,601.0,291.0,577.0,269.0,664.0,337.0,816.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,88.0,,,臺北市,私立
1061,中華科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,824.0,671.0,153.0,204.0,53.0,125.0,26.0,169.0,27.0,132.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,13.0,,,臺北市,私立
1061,中華科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,27.0,7.0,20.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,臺北市,私立
1061,中華科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,318.0,169.0,149.0,0.0,0.0,0.0,0.0,90.0,92.0,77.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,臺北市,私立
1062,僑光科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,50.0,26.0,24.0,15.0,15.0,8.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1062,僑光科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,35.0,22.0,13.0,8.0,8.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1062,僑光科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,6530.0,2633.0,3897.0,646.0,968.0,702.0,935.0,634.0,962.0,588.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,39.0,,,臺中市,私立
1062,僑光科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,4333.0,2354.0,1979.0,648.0,556.0,601.0,462.0,582.0,474.0,444.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,58.0,,,臺中市,私立
1062,僑光科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1062,僑光科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,臺中市,私立
1062,僑光科技大學,N 修,X 4+X,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,15.0,9.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1062,僑光科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,,臺中市,私立
1063,育達科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,183.0,91.0,92.0,46.0,42.0,25.0,37.0,11.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,苗栗縣,私立
1063,育達科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,205.0,115.0,90.0,70.0,60.0,29.0,28.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,苗栗縣,私立
1063,育達科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,2445.0,1164.0,1281.0,267.0,345.0,217.0,230.0,251.0,255.0,321.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,74.0,,,苗栗縣,私立
1063,育達科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,1174.0,692.0,482.0,186.0,151.0,166.0,108.0,142.0,110.0,160.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,,,苗栗縣,私立
1063,育達科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,苗栗縣,私立
1063,育達科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,817.0,253.0,564.0,0.0,0.0,0.0,0.0,130.0,309.0,116.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,,,苗栗縣,私立
1063,育達科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,107,15.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,苗栗縣,私立
1064,美和科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,140.0,52.0,88.0,28.0,38.0,15.0,33.0,8.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,私立
1064,美和科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,226.0,78.0,148.0,35.0,55.0,26.0,70.0,14.0,17.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,私立
1064,美和科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,3009.0,1290.0,1719.0,273.0,394.0,314.0,438.0,307.0,410.0,343.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.0,,,屏東縣,私立
1064,美和科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,825.0,317.0,508.0,110.0,167.0,52.0,129.0,63.0,125.0,69.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,,,屏東縣,私立
1064,美和科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,383.0,47.0,336.0,0.0,0.0,0.0,0.0,25.0,168.0,22.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,私立
1064,美和科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,795.0,92.0,703.0,0.0,0.0,0.0,0.0,51.0,334.0,36.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,,,屏東縣,私立
1064,美和科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,33.0,10.0,23.0,6.0,12.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,屏東縣,私立
1064,美和科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,1992.0,264.0,1728.0,44.0,306.0,47.0,335.0,79.0,365.0,51.0,378.0,37.0,317.0,0.0,0.0,0.0,0.0,6.0,27.0,,,屏東縣,私立
1065,吳鳳科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,107,64.0,37.0,27.0,15.0,14.0,16.0,11.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,嘉義縣,私立
1065,吳鳳科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,107,67.0,29.0,38.0,20.0,22.0,6.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,嘉義縣,私立
1065,吳鳳科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,107,3388.0,2333.0,1055.0,630.0,264.0,493.0,213.0,523.0,265.0,611.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,20.0,,,嘉義縣,私立
1065,吳鳳科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,107,841.0,612.0,229.0,168.0,66.0,128.0,55.0,119.0,38.0,176.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,,,嘉義縣,私立
1066,環球科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,09 雲林縣,2 技職,107,149.0,61.0,88.0,25.0,46.0,25.0,30.0,7.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,雲林縣,私立
1066,環球科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,09 雲林縣,2 技職,107,50.0,29.0,21.0,15.0,14.0,13.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,雲林縣,私立
1066,環球科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,09 雲林縣,2 技職,107,3010.0,1449.0,1561.0,308.0,347.0,335.0,328.0,305.0,383.0,418.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,51.0,,,雲林縣,私立
1066,環球科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,09 雲林縣,2 技職,107,977.0,471.0,506.0,141.0,157.0,74.0,81.0,107.0,102.0,133.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,,,雲林縣,私立
